img_path,Foreign Object
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01998.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05621.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02035.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06173.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07372.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00009.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00731.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06227.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03596.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00813.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03297.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02732.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00354.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07743.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01591.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03984.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04490.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04818.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00764.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05015.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04222.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05243.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04691.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05461.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02219.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01441.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07305.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02450.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07770.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00951.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02623.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06367.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00237.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06406.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03968.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07626.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02713.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02031.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03762.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05888.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02183.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02090.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05525.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04542.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06761.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03143.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01016.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01488.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01397.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05650.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05190.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07076.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07952.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07519.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01811.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03535.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03074.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01656.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03116.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06782.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02312.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04681.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01550.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01611.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01986.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02996.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07373.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04844.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06010.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00118.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02439.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00174.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07958.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06710.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04544.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06124.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02437.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02262.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05374.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01771.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02345.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00157.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06148.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07274.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06639.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07380.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03975.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00660.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06525.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07466.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06583.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04874.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06038.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07857.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05961.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03022.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03786.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05670.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05910.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07078.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04211.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02103.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03012.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04852.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00498.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04615.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07181.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04288.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07542.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02098.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04082.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04631.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00417.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00761.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07916.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06299.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03093.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03795.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02986.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05703.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06971.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07374.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01847.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04543.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01678.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05041.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00069.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02362.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07569.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01421.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02473.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06044.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03271.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00361.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05653.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02169.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03726.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06836.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03315.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01899.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07669.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02025.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07956.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03804.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01880.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07733.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00565.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06760.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00781.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00031.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05012.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00728.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03986.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05410.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04443.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01037.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02761.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06389.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01302.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00241.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02979.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06744.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07042.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06882.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05256.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04120.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02673.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05225.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06982.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00662.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01378.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01746.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03023.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01865.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03429.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07111.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07332.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06225.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04196.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00575.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05805.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07139.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01197.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06450.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04438.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02557.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06666.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05795.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04274.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07687.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05829.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07339.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00037.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06880.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07450.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04623.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00552.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02506.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07871.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05630.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06296.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00681.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02586.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00127.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05493.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00191.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01884.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02681.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07185.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00446.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06841.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03602.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04122.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04048.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07800.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06219.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00802.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03565.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01995.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06327.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06287.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01466.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03988.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06185.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02239.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01766.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04698.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00377.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03710.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05341.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05394.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02565.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07159.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01367.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05739.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04133.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00884.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00589.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07221.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04624.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07193.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06763.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03318.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03265.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06557.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04117.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00075.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04974.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04823.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04312.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07644.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03800.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00602.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01166.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04804.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05124.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02326.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07182.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03293.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02132.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00760.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01514.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01652.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00899.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04562.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01923.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02402.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05748.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03357.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06138.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04988.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07284.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06384.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06581.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07938.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04245.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02985.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00836.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07558.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02400.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04499.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04518.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01217.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04745.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/02129.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06408.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05562.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04898.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05938.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05489.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00856.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00449.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07238.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05903.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03640.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05475.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01414.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07215.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/00307.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/03686.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/04699.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07485.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/06043.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/07526.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/05959.jpg,1
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01566.jpg,0
/mnt/petrelfs/wuchaoyi/class-to-text/object-CXR/train/01872.jpg,0
